,EmployeeNumber,Gender,EducationField,Age,MaritalStatus,Department,JobRole,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1131,1597,Male,Technical Degree,34,Married,Research & Development,Healthcare Representative,No,Travel_Frequently,653,10,4,4,92,2,2,3,5063,15332,1,No,14,3,2,1,8,3,2,8,2,7,7
1132,1598,Female,Life Sciences,40,Married,Sales,Sales Executive,No,Travel_Rarely,118,14,2,4,84,3,2,1,4639,11262,1,No,15,3,3,1,5,2,3,5,4,1,2
1133,1599,Male,Technical Degree,43,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,990,27,3,4,87,4,1,2,4876,5855,5,No,12,3,3,1,8,0,3,6,4,0,2
1134,1601,Male,Life Sciences,35,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,1349,7,2,3,63,2,1,4,2690,7713,1,No,18,3,4,1,1,5,2,1,0,0,1
1135,1602,Male,Life Sciences,46,Single,Sales,Manager,No,Travel_Rarely,563,1,4,4,56,4,4,1,17567,3156,1,No,15,3,2,0,27,5,1,26,0,0,12
1136,1604,Male,Medical,28,Married,Research & Development,Laboratory Technician,Yes,Travel_Rarely,329,24,3,3,51,3,1,2,2408,7324,1,Yes,17,3,3,3,1,3,3,1,1,0,0
1137,1605,Female,Other,22,Married,Research & Development,Research Scientist,No,Non-Travel,457,26,2,2,85,2,1,3,2814,10293,1,Yes,14,3,2,0,4,2,2,4,2,1,3
1138,1606,Male,Medical,50,Married,Research & Development,Healthcare Representative,No,Travel_Frequently,1234,20,5,2,41,3,4,3,11245,20689,2,Yes,15,3,3,1,32,3,3,30,8,12,13
1139,1607,Female,Other,32,Married,Research & Development,Research Scientist,No,Travel_Rarely,634,5,4,2,35,4,1,4,3312,18783,3,No,17,3,4,2,6,3,3,3,2,0,2
1140,1608,Female,Medical,44,Divorced,Research & Development,Research Director,No,Travel_Rarely,1313,7,3,2,31,3,5,4,19049,3549,0,Yes,14,3,4,1,23,4,2,22,7,1,10
1141,1609,Male,Medical,30,Married,Research & Development,Research Scientist,No,Travel_Rarely,241,7,3,2,48,2,1,2,2141,5348,1,No,12,3,2,1,6,3,2,6,4,1,1
1142,1611,Female,Medical,45,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,1015,5,5,3,50,1,2,1,5769,23447,1,Yes,14,3,1,0,10,3,3,10,7,1,4
1143,1612,Male,Marketing,45,Married,Sales,Sales Executive,No,Non-Travel,336,26,3,1,52,2,2,1,4385,24162,1,No,15,3,1,1,10,2,3,10,7,4,5
1144,1613,Male,Other,31,Single,Sales,Sales Executive,No,Travel_Frequently,715,2,4,4,54,3,2,1,5332,21602,7,No,13,3,4,0,10,3,3,5,2,0,3
1145,1614,Female,Life Sciences,36,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,559,12,4,3,76,3,2,3,4663,12421,9,Yes,12,3,2,2,7,2,3,3,2,1,1
1146,1615,Male,Life Sciences,34,Divorced,Research & Development,Manufacturing Director,No,Travel_Frequently,426,10,4,3,42,4,2,4,4724,17000,1,No,13,3,1,1,9,3,3,9,7,7,2
1147,1617,Female,Life Sciences,49,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,722,25,4,3,84,3,1,1,3211,22102,1,No,14,3,4,1,10,3,2,9,6,1,4
1148,1618,Male,Medical,39,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,1387,10,5,2,76,3,2,1,5377,3835,2,No,13,3,4,3,10,3,3,7,7,7,7
1149,1619,Male,Other,27,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,1302,19,3,4,67,2,1,1,4066,16290,1,No,11,3,1,2,7,3,3,7,7,0,7
1150,1621,Male,Life Sciences,35,Married,Research & Development,Research Scientist,No,Travel_Rarely,819,18,5,2,48,4,2,1,5208,26312,1,No,11,3,4,0,16,2,3,16,15,1,10
1151,1622,Female,Medical,28,Divorced,Research & Development,Manufacturing Director,No,Travel_Rarely,580,27,3,2,39,1,2,1,4877,20460,0,No,21,4,2,1,6,5,2,5,3,0,0
1152,1623,Male,Medical,21,Single,Research & Development,Research Scientist,No,Travel_Rarely,546,5,1,3,97,3,1,4,3117,26009,1,No,18,3,3,0,3,2,3,2,2,2,2
1153,1624,Female,Medical,18,Single,Sales,Sales Representative,Yes,Travel_Frequently,544,3,2,2,70,3,1,4,1569,18420,1,Yes,12,3,3,0,0,2,4,0,0,0,0
1154,1625,Female,Life Sciences,47,Married,Human Resources,Manager,No,Travel_Rarely,1176,26,4,4,98,3,5,3,19658,5220,3,No,11,3,3,1,27,2,3,5,2,1,0
1155,1627,Male,Medical,39,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,170,3,2,3,76,2,2,3,3069,10302,0,No,15,3,4,1,11,3,3,10,8,0,7
1156,1628,Female,Life Sciences,40,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,884,15,3,1,80,2,3,3,10435,25800,1,No,13,3,4,2,18,2,3,18,15,14,12
1157,1630,Female,Life Sciences,35,Married,Research & Development,Healthcare Representative,No,Non-Travel,208,8,4,3,52,3,2,3,4148,12250,1,No,12,3,4,1,15,5,3,14,11,2,9
1158,1631,Male,Life Sciences,37,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,671,19,3,3,85,3,2,3,5768,26493,3,No,17,3,1,3,9,2,2,4,3,0,2
1159,1633,Female,Medical,39,Single,Research & Development,Manufacturing Director,No,Travel_Frequently,711,4,3,1,81,3,2,3,5042,3140,0,No,13,3,4,0,10,2,1,9,2,3,8
1160,1635,Female,Other,45,Divorced,Research & Development,Manufacturing Director,No,Travel_Rarely,1329,2,2,4,59,2,2,4,5770,5388,1,No,19,3,1,2,10,3,3,10,7,3,9
1161,1638,Female,Medical,38,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,397,2,2,4,54,2,3,3,7756,14199,3,Yes,19,3,4,1,10,6,4,5,4,0,2
1162,1639,Male,Medical,35,Married,Sales,Sales Executive,Yes,Travel_Rarely,737,10,3,4,55,2,3,1,10306,21530,9,No,17,3,3,0,15,3,3,13,12,6,0
1163,1640,Female,Medical,37,Married,Research & Development,Research Scientist,No,Travel_Rarely,1470,10,3,2,71,3,1,2,3936,9953,1,No,11,3,1,1,8,2,1,8,4,7,7
1164,1641,Female,Life Sciences,40,Single,Research & Development,Manufacturing Director,No,Travel_Rarely,448,16,3,3,84,3,3,4,7945,19948,6,Yes,15,3,4,0,18,2,2,4,2,3,3
1165,1642,Male,Human Resources,44,Married,Human Resources,Human Resources,No,Travel_Frequently,602,1,5,1,37,3,2,4,5743,10503,4,Yes,11,3,3,0,14,3,3,10,7,0,2
1166,1644,Male,Medical,48,Married,Research & Development,Manager,No,Travel_Frequently,365,4,5,3,89,2,4,4,15202,5602,2,No,25,4,2,1,23,3,3,2,2,2,2
1167,1645,Male,Medical,35,Divorced,Sales,Sales Executive,Yes,Travel_Rarely,763,15,2,1,59,1,2,4,5440,22098,6,Yes,14,3,4,2,7,2,2,2,2,2,2
1168,1646,Female,Technical Degree,24,Single,Research & Development,Research Scientist,No,Travel_Frequently,567,2,1,1,32,3,1,4,3760,17218,1,Yes,13,3,3,0,6,2,3,6,3,1,3
1169,1647,Female,Medical,27,Married,Research & Development,Research Scientist,No,Travel_Rarely,486,8,3,2,86,4,1,3,3517,22490,7,No,17,3,1,0,5,0,3,3,2,0,2
1170,1648,Male,Medical,27,Single,Research & Development,Research Scientist,No,Travel_Frequently,591,2,3,4,87,3,1,4,2580,6297,2,No,13,3,3,0,6,0,2,4,2,1,2
1171,1649,Male,Life Sciences,40,Single,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1329,7,3,1,73,3,1,1,2166,3339,3,Yes,14,3,2,0,10,3,1,4,2,0,3
1172,1650,Male,Medical,29,Single,Sales,Sales Executive,No,Travel_Rarely,469,10,3,3,42,2,2,3,5869,23413,9,No,11,3,3,0,8,2,3,5,2,1,4
1173,1651,Female,Life Sciences,36,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,711,5,4,2,42,3,3,1,8008,22792,4,No,12,3,3,2,9,6,3,3,2,0,2
1174,1653,Male,Life Sciences,25,Divorced,Research & Development,Manufacturing Director,No,Travel_Frequently,772,2,1,4,77,4,2,3,5206,4973,1,No,17,3,3,2,7,6,3,7,7,0,7
1175,1654,Male,Medical,39,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,492,12,3,4,66,3,2,2,5295,7693,4,No,21,4,3,0,7,3,3,5,4,1,0
1176,1655,Female,Other,49,Married,Research & Development,Research Director,No,Travel_Rarely,301,22,4,1,72,3,4,2,16413,3498,3,No,16,3,2,2,27,2,3,4,2,1,2
1177,1656,Female,Life Sciences,50,Divorced,Research & Development,Research Director,No,Travel_Rarely,813,17,5,4,50,2,3,1,13269,21981,5,No,15,3,3,3,19,3,3,14,11,1,11
1178,1657,Female,Medical,20,Single,Sales,Sales Representative,No,Travel_Rarely,1141,2,3,3,31,3,1,3,2783,13251,1,No,19,3,1,0,2,3,3,2,2,2,2
1179,1658,Female,Life Sciences,34,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,1130,3,3,4,66,3,2,2,5433,19332,1,No,12,3,3,1,11,2,3,11,8,7,9
1180,1659,Male,Life Sciences,36,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,311,7,3,1,77,3,1,2,2013,10950,2,No,11,3,3,0,15,4,3,4,3,1,3
1181,1661,Female,Life Sciences,49,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,465,6,1,3,41,2,4,3,13966,11652,2,Yes,19,3,2,1,30,3,3,15,11,2,12
1182,1662,Female,Medical,36,Married,Research & Development,Manufacturing Director,No,Non-Travel,894,1,4,4,33,2,2,3,4374,15411,0,No,15,3,3,0,4,6,3,3,2,1,2
1183,1664,Male,Life Sciences,36,Divorced,Research & Development,Healthcare Representative,No,Travel_Rarely,1040,3,2,4,79,4,2,1,6842,26308,6,No,20,4,1,1,13,3,3,5,4,0,4
1184,1665,Female,Medical,54,Married,Research & Development,Manager,No,Travel_Rarely,584,22,5,2,91,3,4,3,17426,18685,3,No,25,4,3,1,36,6,3,10,8,4,7
1185,1666,Male,Life Sciences,43,Married,Research & Development,Research Director,No,Travel_Rarely,1291,15,2,3,65,2,4,3,17603,3525,1,No,24,4,1,1,14,3,3,14,10,6,11
1186,1667,Male,Other,35,Single,Sales,Sales Executive,Yes,Travel_Frequently,880,12,4,4,36,3,2,4,4581,10414,3,Yes,24,4,1,0,13,2,4,11,9,6,7
1187,1668,Male,Life Sciences,38,Married,Research & Development,Research Scientist,No,Travel_Frequently,1189,1,3,4,90,3,2,4,4735,9867,7,No,15,3,4,2,19,4,4,13,11,2,9
1188,1669,Male,Medical,29,Divorced,Sales,Sales Executive,No,Travel_Rarely,991,5,3,1,43,2,2,2,4187,3356,1,Yes,13,3,2,1,10,3,2,10,0,0,9
1189,1670,Male,Medical,33,Divorced,Sales,Sales Executive,No,Travel_Rarely,392,2,4,4,93,3,2,4,5505,3921,1,No,14,3,3,2,6,5,3,6,2,0,4
1190,1671,Male,Medical,32,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,977,2,3,4,45,3,2,2,5470,25518,0,No,13,3,3,2,10,4,2,9,5,1,6
1191,1673,Female,Life Sciences,31,Married,Sales,Sales Executive,No,Travel_Rarely,1112,5,4,1,67,3,2,4,5476,22589,1,No,11,3,1,2,10,2,3,10,0,0,2
1192,1674,Female,Medical,49,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,464,16,3,4,74,3,1,1,2587,24941,4,Yes,16,3,2,1,17,2,2,2,2,2,2
1193,1675,Female,Medical,38,Single,Research & Development,Laboratory Technician,No,Travel_Frequently,148,2,3,4,42,2,1,2,2440,23826,1,No,22,4,2,0,4,3,3,4,3,3,3
1194,1676,Female,Life Sciences,47,Divorced,Sales,Manager,No,Travel_Rarely,1225,2,4,2,47,4,4,2,15972,21086,6,No,14,3,3,3,29,2,3,3,2,1,2
1195,1677,Male,Life Sciences,49,Single,Research & Development,Manager,No,Travel_Rarely,809,1,3,3,36,3,4,3,15379,22384,4,No,14,3,1,0,23,2,3,8,7,0,0
1196,1678,Male,Life Sciences,41,Single,Sales,Sales Executive,No,Travel_Rarely,1206,23,2,4,80,3,3,3,7082,11591,3,Yes,16,3,4,0,21,2,3,2,0,0,2
1197,1680,Male,Life Sciences,20,Single,Sales,Sales Representative,No,Travel_Rarely,727,9,1,4,54,3,1,1,2728,21082,1,No,11,3,1,0,2,3,3,2,2,0,2
1198,1681,Female,Life Sciences,33,Divorced,Sales,Sales Executive,No,Non-Travel,530,16,3,3,36,3,2,4,5368,16130,1,Yes,25,4,3,1,7,2,3,6,5,1,2
1199,1682,Male,Life Sciences,36,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,1351,26,4,1,80,3,2,3,5347,7419,6,No,14,3,2,2,10,2,2,3,2,0,2
1200,1683,Female,Life Sciences,44,Divorced,Human Resources,Human Resources,No,Travel_Rarely,528,1,3,3,44,3,1,4,3195,4167,4,Yes,18,3,1,3,8,2,3,2,2,2,2
1201,1684,Male,Medical,23,Single,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1320,8,1,4,93,2,1,3,3989,20586,1,Yes,11,3,1,0,5,2,3,5,4,1,2
1202,1687,Female,Medical,38,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,1495,4,2,4,87,3,1,3,3306,26176,7,No,19,3,4,1,7,5,2,0,0,0,0
1203,1689,Male,Medical,53,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,1395,24,4,2,48,4,3,4,7005,3458,3,No,15,3,3,0,11,2,3,4,3,1,2
1204,1691,Female,Medical,48,Married,Sales,Sales Representative,Yes,Travel_Frequently,708,7,2,4,95,3,1,3,2655,11740,2,Yes,11,3,3,2,19,3,3,9,7,7,7
1205,1692,Male,Life Sciences,32,Single,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1259,2,4,4,95,3,1,2,1393,24852,1,No,12,3,1,0,1,2,3,1,0,0,0
1206,1693,Male,Medical,26,Single,Research & Development,Laboratory Technician,No,Non-Travel,786,7,3,4,76,3,1,4,2570,11925,1,No,20,4,3,0,7,5,3,7,7,5,7
1207,1694,Male,Technical Degree,55,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,1441,22,3,1,94,2,1,2,3537,23737,5,No,12,3,4,1,8,1,3,4,2,1,2
1208,1696,Male,Medical,34,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,1157,5,2,2,57,2,2,4,3986,11912,1,No,14,3,3,1,15,3,4,15,10,4,13
1209,1697,Male,Medical,60,Divorced,Research & Development,Healthcare Representative,No,Travel_Rarely,370,1,4,3,92,1,3,4,10883,20467,3,No,20,4,3,1,19,2,4,1,0,0,0
1210,1698,Male,Medical,33,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,267,21,3,2,79,4,1,2,2028,13637,1,No,18,3,4,3,14,6,3,14,11,2,13
1211,1700,Male,Medical,37,Divorced,Sales,Sales Executive,No,Travel_Frequently,1278,1,4,3,31,1,2,4,9525,7677,1,No,14,3,3,2,6,2,2,6,3,1,3
1212,1701,Female,Life Sciences,34,Married,Research & Development,Research Scientist,No,Travel_Rarely,678,19,3,2,35,2,1,4,2929,20338,1,No,12,3,2,0,10,3,3,10,9,8,7
1213,1702,Male,Life Sciences,23,Divorced,Sales,Sales Representative,Yes,Travel_Rarely,427,7,3,3,99,3,1,4,2275,25103,1,Yes,21,4,2,1,3,2,3,3,2,0,2
1214,1703,Female,Life Sciences,44,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,921,2,3,3,96,4,3,4,7879,14810,1,Yes,19,3,2,1,9,2,3,8,7,6,7
1215,1704,Male,Medical,35,Single,Research & Development,Research Scientist,No,Travel_Frequently,146,2,4,1,79,2,1,4,4930,13970,0,Yes,14,3,3,0,6,2,4,5,4,1,4
1216,1706,Male,Medical,43,Married,Sales,Sales Executive,No,Travel_Rarely,1179,2,3,4,73,3,2,4,7847,6069,1,Yes,17,3,1,1,10,3,3,10,9,8,8
1217,1707,Male,Medical,24,Married,Research & Development,Research Scientist,No,Travel_Rarely,581,9,3,3,62,4,1,3,4401,17616,1,No,16,3,4,1,5,1,3,5,3,0,4
1218,1708,Male,Marketing,41,Single,Sales,Sales Executive,No,Travel_Rarely,918,6,3,4,35,3,3,3,9241,15869,1,No,12,3,2,0,10,3,3,10,8,8,7
1219,1709,Female,Medical,29,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,1082,9,4,4,43,3,1,3,2974,25412,9,No,17,3,3,1,9,2,3,5,3,1,2
1220,1710,Female,Life Sciences,36,Single,Sales,Sales Representative,No,Travel_Rarely,530,2,4,3,51,3,2,4,4502,7439,3,No,15,3,3,0,17,2,2,13,7,6,7
1221,1712,Male,Life Sciences,45,Married,Research & Development,Healthcare Representative,No,Non-Travel,1238,1,1,3,74,2,3,3,10748,3395,3,No,23,4,4,1,25,3,2,23,15,14,4
1222,1714,Male,Human Resources,24,Married,Human Resources,Human Resources,Yes,Travel_Rarely,240,22,1,4,58,1,1,3,1555,11585,1,No,11,3,3,1,1,2,3,1,0,0,0
1223,1716,Male,Life Sciences,47,Married,Sales,Sales Executive,Yes,Travel_Frequently,1093,9,3,3,82,1,4,3,12936,24164,7,No,11,3,3,0,25,3,1,23,5,14,10
1224,1718,Male,Medical,26,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,390,17,4,4,62,1,1,3,2305,6217,1,No,15,3,3,3,3,3,4,3,2,0,2
1225,1719,Female,Technical Degree,45,Single,Research & Development,Research Director,No,Travel_Rarely,1005,28,2,4,48,2,4,2,16704,17119,1,No,11,3,3,0,21,2,3,21,6,8,6
1226,1720,Male,Life Sciences,32,Married,Research & Development,Research Scientist,No,Travel_Frequently,585,10,3,1,56,3,1,3,3433,17360,6,No,13,3,1,1,10,3,2,5,2,1,3
1227,1721,Male,Life Sciences,31,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,741,2,4,2,69,3,1,3,3477,18103,1,No,14,3,4,1,6,2,4,5,2,0,3
1228,1722,Male,Human Resources,41,Married,Human Resources,Human Resources,No,Non-Travel,552,4,3,3,60,1,2,2,6430,20794,6,No,19,3,2,1,10,4,3,3,2,1,2
1229,1724,Female,Life Sciences,40,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,369,8,2,2,92,3,2,1,6516,5041,2,Yes,16,3,2,1,18,3,3,1,0,0,0
1230,1725,Male,Medical,24,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,506,29,1,2,91,3,1,1,3907,3622,1,No,13,3,2,3,6,2,4,6,2,1,2
1231,1727,Male,Life Sciences,46,Single,Research & Development,Healthcare Representative,No,Travel_Rarely,717,13,4,3,34,3,2,2,5562,9697,6,No,14,3,4,0,19,3,3,10,7,0,9
1232,1728,Male,Life Sciences,35,Married,Research & Development,Manufacturing Director,No,Travel_Rarely,1370,27,4,4,49,3,2,3,6883,5151,2,No,16,3,2,1,17,3,3,7,7,0,7
1233,1729,Male,Life Sciences,30,Married,Research & Development,Research Scientist,No,Travel_Rarely,793,16,1,2,33,3,1,4,2862,3811,1,No,12,3,2,1,10,2,2,10,0,0,8
1234,1731,Male,Marketing,47,Married,Sales,Sales Executive,No,Non-Travel,543,2,4,3,87,3,2,2,4978,3536,7,No,11,3,4,1,4,3,1,1,0,0,0
1235,1732,Male,Life Sciences,46,Divorced,Sales,Sales Executive,No,Travel_Rarely,1277,2,3,3,74,3,3,4,10368,5596,4,Yes,12,3,2,1,13,5,2,10,6,0,3
1236,1733,Male,Marketing,36,Divorced,Sales,Sales Executive,Yes,Travel_Rarely,1456,13,5,2,96,2,2,1,6134,8658,5,Yes,13,3,2,3,16,3,3,2,2,2,2
1237,1734,Male,Life Sciences,32,Single,Sales,Sales Executive,Yes,Travel_Rarely,964,1,2,1,34,1,2,2,6735,12147,6,No,15,3,2,0,10,2,3,0,0,0,0
1238,1735,Female,Medical,23,Single,Research & Development,Laboratory Technician,No,Travel_Rarely,160,4,1,3,51,3,1,2,3295,12862,1,No,13,3,3,0,3,3,1,3,2,1,2
1239,1736,Female,Technical Degree,31,Single,Research & Development,Manufacturing Director,No,Travel_Frequently,163,24,1,4,30,3,2,4,5238,6670,2,No,20,4,4,0,9,3,2,5,4,1,4
1240,1737,Male,Life Sciences,39,Married,Research & Development,Laboratory Technician,No,Non-Travel,792,1,3,4,77,3,2,4,6472,8989,1,Yes,15,3,4,1,9,2,3,9,8,5,8
1241,1739,Male,Life Sciences,32,Married,Sales,Sales Executive,No,Travel_Rarely,371,19,3,4,80,1,3,3,9610,3840,3,No,13,3,3,1,10,2,1,4,3,0,2
1242,1740,Male,Medical,40,Single,Sales,Manager,No,Travel_Rarely,611,7,4,2,88,3,5,2,19833,4349,1,No,14,3,2,0,21,3,2,21,8,12,8
1243,1744,Female,Life Sciences,45,Married,Human Resources,Human Resources,No,Travel_Rarely,176,4,3,3,56,1,3,3,9756,6595,4,No,21,4,3,2,9,2,4,5,0,0,3
1244,1745,Female,Technical Degree,30,Single,Research & Development,Research Scientist,No,Travel_Frequently,1312,2,4,4,78,2,1,1,4968,26427,0,No,16,3,4,0,10,2,3,9,7,0,7
1245,1746,Male,Medical,24,Married,Human Resources,Human Resources,No,Travel_Frequently,897,10,3,1,59,3,1,4,2145,2097,0,No,14,3,4,1,3,2,3,2,2,2,1
1246,1747,Female,Human Resources,30,Divorced,Human Resources,Human Resources,Yes,Travel_Frequently,600,8,3,3,66,2,1,4,2180,9732,6,No,11,3,3,1,6,0,2,4,2,1,2
1247,1749,Male,Technical Degree,31,Married,Sales,Sales Executive,No,Travel_Rarely,1003,5,3,1,51,3,2,3,8346,20943,1,No,19,3,3,1,6,3,3,5,2,0,2
1248,1751,Female,Medical,27,Single,Research & Development,Research Scientist,No,Travel_Rarely,1054,8,3,3,67,3,1,4,3445,6152,1,No,11,3,3,0,6,5,2,6,2,1,4
1249,1752,Female,Marketing,29,Single,Sales,Sales Representative,Yes,Travel_Rarely,428,9,3,2,52,1,1,2,2760,14630,1,No,13,3,3,0,2,3,3,2,2,2,2
1250,1753,Male,Life Sciences,29,Single,Research & Development,Healthcare Representative,No,Travel_Frequently,461,1,3,4,70,4,2,3,6294,23060,8,Yes,12,3,4,0,10,5,4,3,2,0,2
1251,1754,Male,Marketing,30,Divorced,Sales,Sales Executive,No,Travel_Rarely,979,15,2,3,94,2,3,1,7140,3088,2,No,11,3,1,1,12,2,3,7,7,1,7
1252,1755,Male,Medical,34,Married,Research & Development,Research Scientist,No,Travel_Rarely,181,2,4,4,97,4,1,4,2932,5586,0,Yes,14,3,1,3,6,3,3,5,0,1,2
1253,1756,Female,Marketing,33,Single,Sales,Sales Executive,No,Non-Travel,1283,2,3,4,62,3,2,2,5147,10697,8,No,15,3,4,0,13,2,2,11,7,1,7
1254,1757,Female,Marketing,49,Single,Sales,Sales Executive,No,Travel_Rarely,1313,11,4,4,80,3,2,4,4507,8191,3,No,12,3,3,0,8,1,4,5,1,0,4
1255,1758,Female,Life Sciences,33,Single,Sales,Sales Executive,Yes,Travel_Rarely,211,16,3,1,74,3,3,1,8564,10092,2,Yes,20,4,3,0,11,2,2,0,0,0,0
1256,1760,Female,Medical,38,Married,Research & Development,Laboratory Technician,No,Travel_Frequently,594,2,2,3,75,2,1,2,2468,15963,4,No,14,3,2,1,9,4,2,6,1,0,5
1257,1761,Male,Marketing,31,Married,Sales,Sales Executive,Yes,Travel_Rarely,1079,16,4,1,70,3,3,3,8161,19002,2,No,13,3,1,3,10,2,3,1,0,0,0
1258,1762,Female,Technical Degree,29,Divorced,Research & Development,Research Scientist,No,Travel_Rarely,590,4,3,4,91,2,1,1,2109,10007,1,No,13,3,3,1,1,2,3,1,0,0,0
1259,1763,Male,Life Sciences,30,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,305,16,3,3,58,4,2,3,5294,9128,3,No,16,3,3,1,10,3,3,7,0,1,7
1260,1764,Male,Technical Degree,32,Single,Research & Development,Research Scientist,No,Non-Travel,953,5,4,2,65,3,1,2,2718,17674,2,No,14,3,2,0,12,3,3,7,7,0,7
1261,1766,Male,Medical,38,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,833,18,3,2,60,1,2,4,5811,24539,3,Yes,16,3,3,1,15,2,3,1,0,1,0
1262,1767,Male,Technical Degree,43,Married,Research & Development,Research Scientist,Yes,Travel_Frequently,807,17,3,3,38,2,1,3,2437,15587,9,Yes,16,3,4,1,6,4,3,1,0,0,0
1263,1768,Male,Medical,42,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,855,12,3,2,57,3,1,2,2766,8952,8,No,22,4,2,3,7,6,2,5,3,0,4
1264,1770,Male,Medical,55,Married,Research & Development,Research Director,No,Travel_Rarely,478,2,3,3,60,2,5,1,19038,19805,8,No,12,3,2,3,34,2,3,1,0,0,0
1265,1771,Male,Technical Degree,33,Divorced,Research & Development,Research Scientist,No,Non-Travel,775,4,3,4,90,3,2,2,3055,6194,5,No,15,3,4,2,11,2,2,9,8,1,7
1266,1772,Male,Life Sciences,41,Divorced,Research & Development,Laboratory Technician,No,Travel_Rarely,548,9,4,3,94,3,1,1,2289,20520,1,No,20,4,2,2,5,2,3,5,3,0,4
1267,1774,Male,Life Sciences,34,Divorced,Sales,Sales Executive,No,Non-Travel,1375,10,3,4,87,3,2,3,4001,12313,1,Yes,14,3,3,1,15,3,3,15,14,0,7
1268,1775,Female,Medical,53,Married,Research & Development,Manufacturing Director,No,Non-Travel,661,1,4,1,60,2,4,3,12965,22308,4,Yes,20,4,4,3,27,2,2,3,2,0,2
1269,1778,Male,Life Sciences,43,Single,Human Resources,Human Resources,No,Travel_Rarely,244,2,3,2,97,3,1,4,3539,5033,0,No,13,3,2,0,10,5,3,9,7,1,8
1270,1779,Female,Life Sciences,34,Single,Sales,Sales Executive,No,Travel_Rarely,511,3,2,4,32,1,2,4,6029,25353,5,No,12,3,1,0,6,3,3,2,2,2,2
1271,1780,Male,Marketing,21,Single,Sales,Sales Representative,Yes,Travel_Rarely,337,7,1,2,31,3,1,2,2679,4567,1,No,13,3,2,0,1,3,3,1,0,1,0
1272,1782,Female,Other,38,Married,Research & Development,Laboratory Technician,No,Travel_Rarely,1153,6,2,4,40,2,1,3,3702,16376,1,No,11,3,2,1,5,3,3,5,4,0,4
1273,1783,Female,Medical,22,Married,Research & Development,Laboratory Technician,Yes,Travel_Rarely,1294,8,1,3,79,3,1,1,2398,15999,1,Yes,17,3,3,0,1,6,3,1,0,0,0
1274,1784,Female,Marketing,31,Married,Sales,Sales Executive,No,Travel_Rarely,196,29,4,1,91,2,2,4,5468,13402,1,No,14,3,1,2,13,3,3,12,7,5,7
1275,1786,Female,Technical Degree,51,Married,Research & Development,Manager,No,Travel_Rarely,942,3,3,1,53,3,3,3,13116,22984,2,No,11,3,4,0,15,2,3,2,2,2,2
1276,1787,Male,Marketing,37,Married,Sales,Sales Executive,No,Travel_Rarely,589,9,2,2,46,2,2,2,4189,8800,1,No,14,3,1,2,5,2,3,5,2,0,3
1277,1789,Male,Medical,46,Divorced,Research & Development,Research Director,No,Travel_Rarely,734,2,4,3,46,3,5,4,19328,14218,7,Yes,17,3,3,1,24,3,3,2,1,2,2
1278,1790,Male,Life Sciences,36,Married,Research & Development,Healthcare Representative,No,Travel_Rarely,1383,10,3,4,90,3,3,1,8321,25949,7,Yes,13,3,4,1,15,1,3,12,8,5,7
